date,campaign_id,campaign_name,channel,region,weather_severity_index,impressions,clicks,spend_cad,conversions,revenue_cad,cpm_cad,cpc_cad,roas
2026-03-29,CMP1007,B2B_Partner_Coop,Search,Ontario  ,0.305,37722,756.5,295.89,28.31,1205.12,7.84,0.391,4.073
2025-12-30,CMP1007,B2B_Partner_Coop,Native,British Columbia,0.769,80210,1268.0,968.42,33.79,2088.59,12.07,0.764,2.157
2026-03-02,CMP1001,App_Download_Push,Native,British Columbia,0.593,54169,1035.8,455.07,12.97,750.73,8.4,0.439,1.65
2025-11-28,CMP1001,App_Download_Push,Search,British Columbia,0.382,38373,673.8,272.37,38.16,1806.82,7.1,,6.634
2026-02-14,CMP1004,Brand_Lift_National,Video,British Columbia,0.844,69759,685.4,868.45,25.59,1824.16,12.45,1.267,2.1
2025-11-21,CMP1001,App_Download_Push,Display,Ontario,0.139,21925,353.4,216.93,7.04,548.78,9.89,0.614,2.53
2026-01-07,CMP1004,Brand_Lift_National,Connected TV,Alberta,1.0,61690,378.5,471.24,19.24,1361.48,7.64,1.245,2.889
2025-12-05,CMP1005,Local_News_Sponsorship,Video,Atlantic,0.781,55912,1659.2,657.67,48.42,2882.53,11.76,0.396,4.383
2025-11-14,CMP1003,Severe_Weather_Awareness,Search,Atlantic,0.127,82587,1588.6,559.14,70.9,3350.26,6.77,0.352,5.992
2026-04-21,CMP1003,Severe_Weather_Awareness,Search,Quebec,0.505,66871,371.0,514.88,24.56,2609.77,7.7,1.388,5.069
2025-11-26,CMP1006,Spring_Forecast_Launch,Video,Ontario,0.145,58594,697.3,609.11,31.96,2215.52,10.4,0.874,3.637
2025-11-05,CMP1000,Winter_Storm_Alert_Promo,Video,Alberta,0.105,51012,667.5,461.31,24.68,1318.81,9.04,0.691,2.859
2026-01-13,CMP1000,Winter_Storm_Alert_Promo,Display,British Columbia,0.709,50406,800.9,446.89,27.65,1211.64,8.87,0.558,2.711
2026-04-25,CMP1002,Premium_Upgrade_Q1,Native,Atlantic,0.536,29058,248.8,266.56,10.81,578.73,9.17,,2.171
2025-12-15,CMP1002,Premium_Upgrade_Q1,Display,British Columbia,0.976,67391,1594.2,426.35,77.21,6516.94,6.33,0.267,15.285
2025-12-16,CMP1001,App_Download_Push,Native,British Columbia,0.729,75217,1908.9,524.34,98.23,7346.17,6.97,0.275,14.01
2026-04-23,CMP1002,Premium_Upgrade_Q1,Native,Alberta,0.419,77455,788.7,783.7,43.32,3135.3,10.12,0.994,4.001
2025-12-29,CMP1006,Spring_Forecast_Launch,Connected TV,Ontario,0.631,46344,1243.1,236.81,38.58,2231.83,5.11,0.191,9.424
2026-01-26,CMP1000,Winter_Storm_Alert_Promo,Search,Alberta,0.704,38274,342.6,396.7,15.84,1320.33,10.36,1.158,3.328
2026-02-28,CMP1007,B2B_Partner_Coop,Connected TV,Alberta,0.727,46683,438.6,412.07,21.83,2039.04,8.83,0.939,4.948
2026-02-03,CMP1001,App_Download_Push,Native,Ontario,0.628,62856,1585.6,581.36,57.43,2632.2,9.25,0.367,4.528
2026-04-01,CMP1005,Local_News_Sponsorship,Search,Quebec,0.668,48070,519.9,447.23,23.43,1893.21,9.3,0.86,4.233
2026-01-28,CMP1002,Premium_Upgrade_Q1,Video,Quebec,0.886,28372,637.8,273.95,2.43,129.76,9.66,0.43,0.474
2026-03-13,CMP1005,Local_News_Sponsorship,Search,British Columbia,0.33,43369,617.9,373.46,25.58,1434.6,8.61,0.604,3.841
2026-03-15,CMP1003,Severe_Weather_Awareness,Connected TV,Atlantic,0.615,42153,441.1,301.07,18.19,1284.9,7.14,,4.268
2026-04-26,CMP1001,App_Download_Push,Native,Alberta,0.419,36588,310.6,375.12,17.7,976.31,10.25,1.208,2.603
2026-02-10,CMP1001,App_Download_Push,Connected TV,Atlantic,0.709,126536,1555.3,701.41,44.27,1687.23,5.54,0.451,2.405
2026-03-01,CMP1002,Premium_Upgrade_Q1,Connected TV,Atlantic,0.6,41141,428.5,253.67,18.33,1511.37,6.17,0.592,5.958
2025-12-13,CMP1007,B2B_Partner_Coop,Native,Atlantic,0.669,60466,716.6,739.16,23.72,1741.42,12.22,1.032,2.356
2026-01-13,CMP1000,Winter_Storm_Alert_Promo,Search,Atlantic,0.709,63936,1149.7,341.35,76.87,6088.88,5.34,0.297,17.838
2026-02-23,CMP1005,Local_News_Sponsorship,Native,Alberta,0.77,74692,1052.7,514.48,50.69,4369.63,6.89,0.489,8.493
2026-01-17,CMP1003,Severe_Weather_Awareness,Video,Alberta,0.604,33397,293.1,197.38,9.74,756.68,5.91,0.673,3.834
2025-12-22,CMP1004,Brand_Lift_National,Search,Atlantic,0.871,80968,1441.7,1294.5,47.65,4989.01,15.99,0.898,3.854
2025-12-30,CMP1000,Winter_Storm_Alert_Promo,Connected TV,Alberta,0.769,73670,1048.4,495.79,48.39,3065.25,6.73,0.473,6.183
2026-02-24,CMP1003,Severe_Weather_Awareness,Video,British Columbia,0.857,53279,685.1,408.99,39.52,4265.87,7.68,0.597,10.43
2026-02-22,CMP1005,Local_News_Sponsorship,Display,Atlantic,0.625,45343,1018.7,349.14,62.43,3652.29,7.7,0.343,10.461
2026-02-17,CMP1003,Severe_Weather_Awareness,Display,Alberta,0.614,64699,1360.7,486.24,98.97,4263.11,7.52,0.357,8.767
2026-01-05,CMP1000,Winter_Storm_Alert_Promo,Search,Quebec,0.64,29133,374.7,142.66,15.98,1410.58,4.9,0.381,9.888
2026-01-21,CMP1004,Brand_Lift_National,Video,Alberta,0.92,27737,372.9,240.31,11.41,680.84,8.66,0.645,2.833
2026-04-02,CMP1003,Severe_Weather_Awareness,Video,Ontario,0.656,48095,583.0,756.36,30.61,2328.99,15.73,1.297,3.079
2025-11-16,CMP1004,Brand_Lift_National,Display,British Columbia,0.307,49929,466.0,395.05,35.82,3325.99,7.91,0.848,8.419
2025-12-03,CMP1000,Winter_Storm_Alert_Promo,Display,British Columbia,0.811,89641,1952.2,316.46,33.73,1621.6,3.53,0.162,5.124
2026-01-02,CMP1005,Local_News_Sponsorship,Video,Atlantic,0.632,44007,773.5,560.63,24.78,1235.24,12.74,0.725,2.203
2025-12-01,CMP1006,Spring_Forecast_Launch,Native,Quebec,0.68,26803,556.2,210.49,12.15,1018.6,7.85,0.378,4.839
2026-04-10,CMP1004,Brand_Lift_National,Connected TV,Atlantic,0.456,55373,1457.2,423.63,52.38,3183.6,7.65,0.291,7.515
2025-11-07,CMP1006,Spring_Forecast_Launch,Native,Atlantic,0.262,75641,680.2,961.32,21.79,1871.7,12.71,1.413,1.947
2025-12-31,CMP1006,Spring_Forecast_Launch,Connected TV,Quebec,0.82,50014,1677.5,425.95,85.2,4618.87,8.52,0.254,10.844
2025-11-23,CMP1001,App_Download_Push,Connected TV,Atlantic,0.383,31405,440.4,178.76,19.73,768.65,5.69,0.406,4.3
2026-03-23,CMP1002,Premium_Upgrade_Q1,Search,Alberta,0.372,60133,687.8,202.54,24.97,899.06,3.37,0.294,4.439
2026-04-29,CMP1001,App_Download_Push,Search,Alberta,0.619,46987,554.1,587.59,35.42,2469.83,12.51,1.06,4.203
2026-03-15,CMP1001,App_Download_Push,Video,Ontario,0.615,68086,1767.7,434.22,48.14,3952.02,6.38,0.246,9.101
2026-02-16,CMP1005,Local_News_Sponsorship,Video,Alberta,0.765,46253,307.0,624.28,10.66,729.97,13.5,2.033,1.169
2026-02-03,CMP1000,Winter_Storm_Alert_Promo,Display,British Columbia,0.628,55648,690.2,222.61,21.5,767.77,4.0,0.323,3.449
2026-03-15,CMP1003,Severe_Weather_Awareness,Display,Atlantic,0.615,56021,468.5,204.66,11.7,953.59,3.65,0.437,4.659
2025-12-14,CMP1007,B2B_Partner_Coop,Display,Atlantic,0.816,39128,699.4,471.23,27.58,2098.08,12.04,0.674,4.452
2026-01-31,CMP1001,App_Download_Push,Video,Alberta,0.712,50697,1106.4,377.01,63.15,2811.34,7.44,0.341,7.457
2026-01-20,CMP1000,Winter_Storm_Alert_Promo,Native,Atlantic,0.941,72615,1434.8,654.64,60.67,6309.9,9.02,0.456,9.639
2025-12-27,CMP1005,Local_News_Sponsorship,Search,Ontario,0.815,141157,2225.9,1313.94,110.56,6610.67,9.31,0.59,5.031
2025-11-17,CMP1002,Premium_Upgrade_Q1,Native,Ontario,0.137,54326,1328.4,453.49,55.65,3239.27,8.35,0.341,7.143
2026-03-07,CMP1003,Severe_Weather_Awareness,Video,Atlantic,0.496,70739,1133.5,397.27,32.25,2135.2,5.62,0.35,5.375
2025-12-29,CMP1001,App_Download_Push,Video,Quebec,0.631,44821,545.5,357.08,22.14,1287.06,7.97,0.655,3.604
2025-11-22,CMP1004,Brand_Lift_National,Native,Atlantic,0.317,55671,733.2,399.88,26.63,2342.73,7.18,0.545,5.859
2026-01-22,CMP1007,B2B_Partner_Coop,Native,Ontario,0.923,80229,1970.6,517.76,31.5,2038.52,6.45,0.263,3.937
2026-03-14,CMP1001,App_Download_Push,Search,Ontario  ,0.557,55276,882.5,312.32,39.94,2760.74,5.65,0.354,8.84
2025-11-15,CMP1003,Severe_Weather_Awareness,Search,Ontario,0.186,75542,683.9,824.93,26.46,1900.06,10.92,1.206,2.303
2026-01-03,CMP1006,Spring_Forecast_Launch,Search,British Columbia,0.611,34746,326.4,181.21,18.36,1061.12,5.22,0.555,5.856
2026-03-26,CMP1002,Premium_Upgrade_Q1,Search,Ontario,0.595,37766,426.4,485.14,16.83,1357.98,12.85,1.138,2.799
2025-12-20,CMP1006,Spring_Forecast_Launch,Video,Ontario,0.912,29294,135.9,294.26,3.09,219.33,10.04,2.165,0.745
2025-12-24,CMP1006,Spring_Forecast_Launch,Connected TV,Atlantic,0.631,33490,416.0,283.94,9.4,367.01,8.48,0.683,1.293
2026-04-17,CMP1005,Local_News_Sponsorship,Video,Quebec,0.65,66576,128.4,765.45,6.97,537.02,11.5,5.963,0.702
2025-11-17,CMP1007,B2B_Partner_Coop,Video,Atlantic,0.137,54064,948.0,557.67,54.55,2269.52,10.32,0.588,4.07
2026-04-11,CMP1001,App_Download_Push,Display,British Columbia,0.61,40527,895.4,244.89,80.22,4150.72,6.04,0.273,16.95
2026-03-18,CMP1002,Premium_Upgrade_Q1,Connected TV,Quebec,0.677,51291,1455.5,467.91,51.2,2969.49,9.12,0.321,6.346
2025-11-03,CMP1004,Brand_Lift_National,Video,Ontario,0.147,40356,999.8,245.15,26.68,2446.83,6.07,0.245,9.981
2026-02-11,CMP1002,Premium_Upgrade_Q1,Native,Atlantic,0.956,50432,374.8,463.06,19.45,1330.74,9.18,1.236,2.874
2026-03-09,CMP1006,Spring_Forecast_Launch,Native,Quebec,0.405,52708,401.6,316.97,12.18,740.2,6.01,0.789,2.335
2026-01-19,CMP1006,Spring_Forecast_Launch,Native,British Columbia,0.774,73201,771.4,456.75,40.45,1877.5,6.24,0.592,4.111
2025-11-21,CMP1005,Local_News_Sponsorship,Video,British Columbia,0.139,54869,963.8,826.67,58.07,4608.82,15.07,0.858,5.575
2026-04-04,CMP1001,App_Download_Push,Display,Atlantic,0.634,27411,657.8,151.35,26.78,1657.12,5.52,0.23,10.949
2026-04-25,CMP1005,Local_News_Sponsorship,Search,Ontario,0.536,52477,791.5,634.18,35.92,3889.68,12.08,0.801,6.133
2025-12-22,CMP1004,Brand_Lift_National,Video,British Columbia,0.871,87549,1761.9,2483.98,81.56,4101.98,28.37,1.41,1.651
2026-02-08,CMP1007,B2B_Partner_Coop,Search,Quebec,0.685,37744,46.8,211.38,2.42,174.18,5.6,4.518,0.824
2025-11-19,CMP1005,Local_News_Sponsorship,Native,Ontario,0.142,43354,498.7,435.75,23.25,1483.2,10.05,0.874,3.404
2026-02-04,CMP1000,Winter_Storm_Alert_Promo,Video,British Columbia,0.654,64867,710.0,209.4,21.94,1753.98,3.23,0.295,8.376
2025-12-29,CMP1006,Spring_Forecast_Launch,Search,Ontario,0.631,71020,696.2,499.15,23.52,2138.67,7.03,0.717,4.285
2025-11-09,CMP1005,Local_News_Sponsorship,Search,Quebec,0.317,53615,1243.0,424.01,16.52,808.3,7.91,0.341,1.906
2026-02-08,CMP1005,Local_News_Sponsorship,Video,British Columbia,0.685,59924,978.6,771.92,47.27,3743.5,12.88,0.789,4.85
2026-02-10,CMP1005,Local_News_Sponsorship,Connected TV,Atlantic,0.709,55907,1409.7,821.96,51.72,4458.39,14.7,0.583,5.424
2026-01-22,CMP1000,Winter_Storm_Alert_Promo,Search,Ontario,0.923,59226,989.6,309.17,59.29,5870.11,5.22,0.312,18.986
2025-11-06,CMP1006,Spring_Forecast_Launch,Video,British Columbia,0.253,58617,1062.0,337.44,53.64,2032.23,5.76,0.318,6.022
2026-04-26,CMP1002,Premium_Upgrade_Q1,Display,Alberta,0.419,46520,723.1,531.94,7.97,828.06,11.43,0.736,1.557
2025-11-11,CMP1007,B2B_Partner_Coop,Connected TV,Ontario,0.281,60882,830.3,386.12,49.32,1874.07,6.34,0.465,4.854
2026-03-23,CMP1004,Brand_Lift_National,Video,British Columbia,0.372,64988,509.8,674.97,30.79,752.12,10.39,1.324,1.114
2026-01-02,CMP1007,B2B_Partner_Coop,Display,British Columbia,0.632,60093,1252.8,555.85,62.09,6748.74,9.25,0.444,12.141
2026-04-24,CMP1001,App_Download_Push,Display,Atlantic,0.658,66428,1045.4,591.86,55.14,2823.7,8.91,0.566,4.771
2025-11-19,CMP1003,Severe_Weather_Awareness,Search,Quebec,0.142,74045,1497.1,539.66,72.14,6272.38,7.29,0.36,11.623
2025-12-11,CMP1001,App_Download_Push,Display,Alberta,0.982,41994,251.7,361.35,15.7,1425.7,8.6,1.436,3.945
2026-04-18,CMP1001,App_Download_Push,Search,British Columbia,0.601,54895,645.2,460.83,19.37,1268.77,8.39,0.714,2.753
2026-02-23,CMP1003,Severe_Weather_Awareness,Video,Atlantic,0.77,50839,808.8,514.44,1.35,92.83,10.12,0.636,0.18
2026-04-10,CMP1007,B2B_Partner_Coop,Video,British Columbia,0.456,1323497,157.42422704125048,602.6,20.42,1062.48,11.27,0.513,1.763
2026-02-06,CMP1005,Local_News_Sponsorship,Display,Ontario,0.755,65306,830.3,642.06,31.25,1343.0,9.83,0.773,2.092
2026-01-29,CMP1000,Winter_Storm_Alert_Promo,Native,Quebec,0.875,126893,2167.8,1148.44,119.24,13041.67,9.05,0.53,11.356
2026-04-13,CMP1000,Winter_Storm_Alert_Promo,Video,Atlantic,0.602,60486,1186.4,562.01,61.73,4030.13,9.29,0.474,7.171
2026-02-27,CMP1001,App_Download_Push,Connected TV,Ontario,0.742,57668,315.8,637.95,14.61,545.37,11.06,2.02,0.855
2025-12-27,CMP1005,Local_News_Sponsorship,Search,British Columbia,0.815,125841,2024.2,2109.98,104.85,6398.37,16.77,1.042,3.032
2026-04-02,CMP1007,B2B_Partner_Coop,Display,British Columbia,0.656,45483,962.1,302.78,30.32,1867.57,6.66,0.315,6.168
2025-12-11,CMP1002,Premium_Upgrade_Q1,Native,Ontario,0.982,56574,692.6,309.31,33.49,1627.42,5.47,0.447,5.261
2026-02-17,CMP1002,Premium_Upgrade_Q1,Connected TV,British Columbia,0.614,49305,1072.2,458.24,47.28,2053.52,9.29,0.427,4.481
2026-04-22,CMP1006,Spring_Forecast_Launch,Native,Alberta,0.651,59218,646.7,394.68,24.77,2005.95,6.66,0.61,5.083
2025-12-04,CMP1003,Severe_Weather_Awareness,Video,British Columbia,0.786,157993,2216.2,3137.59,145.76,8775.77,19.86,1.416,2.797
2026-03-10,CMP1004,Brand_Lift_National,Video,British Columbia,0.348,60005,919.6,620.11,36.31,2345.75,10.33,0.674,3.783
2025-11-06,CMP1007,B2B_Partner_Coop,Connected TV,Ontario,0.253,47278,732.9,373.04,6.26,294.83,7.89,0.509,0.79
2025-12-20,CMP1003,Severe_Weather_Awareness,Display,Alberta,0.912,65102,1285.3,795.83,40.68,3094.52,12.22,0.619,3.888
2025-11-18,CMP1004,Brand_Lift_National,Connected TV,Ontario,0.198,49712,430.3,367.66,14.15,729.5,7.4,0.855,1.984
2026-02-21,CMP1007,B2B_Partner_Coop,Native,Alberta,0.763,47448,1010.4,232.1,33.94,954.54,4.89,0.23,4.113
2025-11-02,CMP1005,Local_News_Sponsorship,Connected TV,Alberta,0.14,63616,1317.8,710.67,57.32,3994.21,11.17,0.539,5.62
2026-02-12,CMP1000,Winter_Storm_Alert_Promo,Native,Quebec,0.805,84497,1938.9,1017.87,55.54,2019.34,12.05,0.525,1.984
2025-11-14,CMP1006,Spring_Forecast_Launch,Connected TV,Quebec,0.127,75969,1233.5,1255.6,74.83,4860.8,16.53,1.018,3.871
2026-01-30,CMP1006,Spring_Forecast_Launch,Display,Ontario,0.87,59983,60.0,565.0,0.35,9.25,9.42,9.419,0.016
2026-01-22,CMP1006,Spring_Forecast_Launch,Connected TV,British Columbia,0.923,59815,1191.5,372.13,49.38,2313.59,6.22,0.312,6.217
2026-02-18,CMP1000,Winter_Storm_Alert_Promo,Video,Ontario,0.616,25052,395.5,150.3,22.62,2391.0,6.0,0.38,15.908
2026-03-02,CMP1006,Spring_Forecast_Launch,Connected TV,Atlantic,0.593,61942,945.2,111.95,36.16,2930.54,1.81,0.118,26.177
2026-04-17,CMP1007,B2B_Partner_Coop,Connected TV,British Columbia,0.65,54720,613.2,368.3,14.96,1375.36,6.73,0.601,3.734
2026-03-04,CMP1004,Brand_Lift_National,Connected TV,Quebec,0.424,55329,891.4,460.41,34.91,3130.94,8.32,0.517,6.8
2026-01-27,CMP1002,Premium_Upgrade_Q1,Display,British Columbia,0.948,81997,1870.6,1201.32,126.88,7149.9,14.65,0.642,5.952
2026-04-08,CMP1003,Severe_Weather_Awareness,Display,Ontario,0.4,51129,295.4,514.64,9.06,586.67,10.07,1.742,1.14
2026-02-09,CMP1000,Winter_Storm_Alert_Promo,Connected TV,British Columbia,0.796,81861,1711.3,701.09,54.81,3811.8,8.56,0.41,5.437
2025-12-11,CMP1006,Spring_Forecast_Launch,Search,Ontario,0.982,77076,1118.7,589.15,36.55,3504.81,7.64,0.527,5.949
2026-02-04,CMP1006,Spring_Forecast_Launch,Search,British Columbia,0.654,84563,1113.8,578.39,45.24,2848.9,6.84,0.519,4.926
2026-03-04,CMP1005,Local_News_Sponsorship,Video,Alberta,0.424,39275,700.6,377.31,17.68,584.22,9.61,0.539,1.548
2026-01-22,CMP1002,Premium_Upgrade_Q1,Search,Ontario,0.923,40282,506.2,319.64,7.73,405.8,7.93,0.631,1.27
2026-03-16,CMP1007,B2B_Partner_Coop,Native,Atlantic,0.303,130748,2114.2,2830.14,63.88,4907.88,21.65,1.339,1.734
2026-03-27,CMP1000,Winter_Storm_Alert_Promo,Search,Alberta,0.462,84873,1102.9,856.04,21.27,1526.07,10.09,0.776,1.783
2025-11-27,CMP1007,B2B_Partner_Coop,Display,Quebec,0.377,55442,519.1,319.44,33.33,2233.83,5.76,0.615,6.993
2025-11-03,CMP1006,Spring_Forecast_Launch,Display,British Columbia,0.147,28076,465.3,175.5,19.94,715.8,6.25,0.377,4.079
2026-01-15,CMP1003,Severe_Weather_Awareness,Display,Alberta,0.822,55528,647.8,520.74,20.39,952.33,9.38,0.804,1.829
2025-12-29,CMP1003,Severe_Weather_Awareness,Native,British Columbia,0.631,69260,794.6,579.24,21.11,889.09,8.36,,1.535
2026-01-07,CMP1005,Local_News_Sponsorship,Search,British Columbia,1.0,66276,195.5,661.17,8.17,368.86,9.98,3.382,0.558
2026-02-26,CMP1001,App_Download_Push,Display,Atlantic,0.957,95792,1300.9,1206.71,61.72,5006.63,12.6,0.928,4.149
2025-11-05,CMP1003,Severe_Weather_Awareness,Video,Quebec,0.105,56129,1085.9,485.94,12.62,325.92,8.66,0.448,0.671
2025-12-14,CMP1001,App_Download_Push,Display,Alberta,0.816,29864,446.7,213.37,22.87,1410.14,7.14,0.478,6.609
2026-04-07,CMP1001,App_Download_Push,Connected TV,Atlantic,0.421,50272,506.4,538.7,20.38,875.94,10.72,1.064,1.626
2025-12-03,CMP1006,Spring_Forecast_Launch,Search,Quebec,0.811,44948,580.5,396.95,18.98,1860.73,8.83,0.684,4.688
2026-01-19,CMP1000,Winter_Storm_Alert_Promo,Search,Atlantic,0.774,25157,420.8,283.99,18.09,1703.75,11.29,0.675,5.999
2025-11-10,CMP1004,Brand_Lift_National,Search,Alberta,0.221,58994,1255.6,295.31,37.74,3904.93,5.01,0.235,13.223
2025-12-30,CMP1002,Premium_Upgrade_Q1,Search,Atlantic,0.769,63266,1123.4,597.63,46.1,3728.73,9.45,0.532,6.239
2026-01-04,CMP1006,Spring_Forecast_Launch,Search,Quebec,0.762,52455,657.5,446.9,26.26,1226.82,8.52,0.68,2.745
2026-03-12,CMP1001,App_Download_Push,Video,British Columbia,0.555,52291,887.6,330.71,42.65,2307.66,6.32,0.373,6.978
2026-01-11,CMP1001,App_Download_Push,Connected TV,British Columbia,0.837,50803,427.0,466.5,22.1,624.77,9.18,1.093,1.339
2026-03-04,CMP1004,Brand_Lift_National,Connected TV,British Columbia,0.424,50266,1122.8,393.31,19.22,1174.3,7.82,0.35,2.986
2026-03-18,CMP1006,Spring_Forecast_Launch,Search,Atlantic,0.677,18512,313.1,119.46,10.42,932.17,6.45,0.382,7.803
2025-11-02,CMP1002,Premium_Upgrade_Q1,Video,Atlantic,0.14,38687,640.9,221.25,37.09,2605.66,5.72,0.345,11.777
2025-12-07,CMP1003,Severe_Weather_Awareness,Video,Atlantic,0.618,74309,1968.2,584.59,113.21,4489.65,7.87,0.297,7.68
2026-02-19,CMP1006,Spring_Forecast_Launch,Search,Ontario,0.729,27662,405.3,193.65,14.69,1259.23,7.0,0.478,6.503
2026-03-14,CMP1005,Local_News_Sponsorship,Native,British Columbia,0.557,53489,706.6,337.59,15.37,957.29,6.31,,2.836
2026-01-15,CMP1003,Severe_Weather_Awareness,Connected TV,Alberta,0.822,45370,701.6,388.99,37.51,960.2,8.57,0.554,2.468
2025-11-16,CMP1002,Premium_Upgrade_Q1,Display,Ontario,0.307,30487,445.7,231.27,27.18,2285.82,7.59,0.519,9.884
2025-11-08,CMP1000,Winter_Storm_Alert_Promo,Display,Alberta,0.364,20480,411.1,93.41,12.37,517.51,4.56,0.227,5.54
2026-04-14,CMP1002,Premium_Upgrade_Q1,Connected TV,Alberta,0.669,54028,1738.6,332.82,24.3,2062.36,6.16,0.191,6.197
2025-11-05,CMP1004,Brand_Lift_National,Native,Quebec,0.105,45899,502.3,291.19,23.7,812.63,6.34,0.58,2.791
2025-11-24,CMP1005,Local_News_Sponsorship,Video,Alberta,0.166,62327,852.8,617.81,36.3,1794.44,9.91,0.724,2.905
2026-01-01,CMP1000,Winter_Storm_Alert_Promo,Connected TV,Ontario,0.954,83899,407.2,699.92,8.66,850.55,8.34,1.719,1.215
2026-04-11,CMP1004,Brand_Lift_National,Connected TV,British Columbia,0.61,32449,835.7,229.2,40.15,3892.89,7.06,0.274,16.984
2025-12-15,CMP1007,B2B_Partner_Coop,Display,Quebec,0.976,26676,275.2,96.42,18.18,986.02,3.61,0.35,10.227
2026-01-10,CMP1003,Severe_Weather_Awareness,Display,Alberta,0.617,26259,352.5,152.67,18.05,1094.45,5.81,0.433,7.168
2026-04-04,CMP1002,Premium_Upgrade_Q1,Native,Alberta,0.634,40614,517.7,350.44,10.79,803.91,8.63,0.677,2.294
2026-02-27,CMP1001,App_Download_Push,Video,British Columbia,0.742,37461,780.9,323.64,49.47,6102.36,8.64,0.414,18.855
2026-04-04,CMP1005,Local_News_Sponsorship,Display,British Columbia,0.634,34989,285.6,327.5,12.94,383.23,9.36,1.147,1.17
2026-04-06,CMP1006,Spring_Forecast_Launch,Connected TV,Alberta,0.315,45863,578.4,353.84,21.49,1162.37,7.71,0.612,3.285
2026-03-15,CMP1006,Spring_Forecast_Launch,Connected TV,Alberta,0.615,79915,1597.9,542.36,81.62,5784.56,6.79,0.339,10.666
2026-04-19,CMP1003,Severe_Weather_Awareness,Display,Ontario,0.531,35646,650.2,428.49,21.35,1800.13,12.02,0.659,4.201
2026-03-17,CMP1005,Local_News_Sponsorship,Native,Quebec,0.511,67406,201.4,547.64,10.52,561.66,8.12,2.719,1.026
2026-01-15,CMP1007,B2B_Partner_Coop,video,Atlantic,0.822,38753,675.4,323.72,22.47,704.79,8.35,0.479,2.177
2025-12-15,CMP1006,Spring_Forecast_Launch,Search,Ontario,0.976,60577,719.2,402.4,36.76,2812.41,6.64,0.56,6.989
2026-03-18,CMP1005,Local_News_Sponsorship,Display,Quebec,0.677,45043,696.7,296.84,27.94,1681.52,6.59,0.426,5.665
2026-02-26,CMP1007,B2B_Partner_Coop,Video,Atlantic,0.957,106845,1202.3,1502.18,55.4,3350.74,14.06,1.249,2.231
2025-11-04,CMP1000,Winter_Storm_Alert_Promo,Search,Quebec,0.314,42172,497.6,315.06,30.07,1328.96,7.47,0.633,4.218
2026-03-18,CMP1006,Spring_Forecast_Launch,Search,Ontario,0.677,53856,962.5,337.38,29.15,2579.38,6.26,0.351,7.645
2026-01-25,CMP1006,Spring_Forecast_Launch,Connected TV,Atlantic,0.644,38868,1068.1,376.5,59.21,2290.63,9.69,0.352,6.084
2026-02-25,CMP1005,Local_News_Sponsorship,Native,Quebec,0.861,60384,480.2,248.51,32.07,1490.49,4.12,0.518,5.998
2026-02-26,CMP1002,Premium_Upgrade_Q1,Connected TV,Ontario,0.957,123461,3364.2,2973.66,108.19,5034.98,24.09,0.884,1.693
2026-01-03,CMP1006,Spring_Forecast_Launch,Search,Ontario,0.611,17672,362.1,116.58,22.62,1082.62,6.6,0.322,9.287
2026-03-13,CMP1003,Severe_Weather_Awareness,Native,Alberta,0.33,65797,1373.1,463.92,51.59,5048.58,7.05,0.338,10.882
2026-02-18,CMP1001,App_Download_Push,Search,,0.616,68733,,683.32,23.16,1553.0,9.94,,2.273
2026-01-03,CMP1007,B2B_Partner_Coop,Native,British Columbia,0.611,35701,363.2,390.54,12.18,826.33,10.94,1.075,2.116
2026-03-08,CMP1005,Local_News_Sponsorship,Native,British Columbia,0.319,56711,1287.2,587.27,52.01,3357.98,10.36,0.456,5.718
2026-02-15,CMP1000,Winter_Storm_Alert_Promo,Search,British Columbia,0.683,53049,1423.4,383.75,106.87,8950.9,7.23,0.27,23.325
2026-04-26,CMP1002,Premium_Upgrade_Q1,Native,,0.419,62614,,,28.36,2095.56,8.41,,3.982
2026-01-30,CMP1005,Local_News_Sponsorship,Search,Alberta,0.87,63234,939.4,580.44,62.27,3851.13,9.18,0.618,6.635
2026-01-19,CMP1007,B2B_Partner_Coop,Display,Ontario,0.774,43231,460.2,480.29,23.72,1099.65,11.11,1.044,2.29
2026-04-13,CMP1000,Winter_Storm_Alert_Promo,Connected TV,Atlantic,0.602,87111,1705.2,340.82,104.05,5465.9,3.91,0.2,16.037
2026-01-09,CMP1007,B2B_Partner_Coop,Display,Quebec,0.879,37468,486.4,265.77,14.08,723.04,7.09,0.546,2.721
2026-03-06,CMP1003,Severe_Weather_Awareness,Video,Ontario,0.632,46229,522.5,404.01,28.6,2591.29,8.74,0.773,6.414
2025-11-02,CMP1003,Severe_Weather_Awareness,Native,Quebec,0.14,60726,1070.8,641.87,38.07,2525.22,10.57,0.599,3.934
2026-01-13,CMP1000,Winter_Storm_Alert_Promo,Display,Quebec,0.709,23150,169.4,227.07,7.83,86.44,9.81,1.34,0.381
2026-04-16,CMP1007,B2B_Partner_Coop,Native,Quebec,0.544,36539,586.7,179.27,20.73,1539.95,4.91,0.306,8.59
2026-03-24,CMP1007,B2B_Partner_Coop,Connected TV,Atlantic,0.333,55580,987.3,567.68,41.78,3258.88,10.21,0.575,5.741
2025-11-14,CMP1003,Severe_Weather_Awareness,Video,British Columbia,0.127,66509,1626.4,439.19,29.89,2606.69,6.6,0.27,5.935
