user_id,signup_date,acquisition_channel,region,plan_type,avg_monthly_sessions,alerts_enabled,push_notifications_enabled,tenure_months,churned,churn_date,ltv_cad
U102485,2024-09-10,Video,Quebec,Premium,0.86,1,0,15.93,1,2024-12-12,98.56
U102371,2024-12-03,Display,Ontario,Premium,0.31,0,1,13.13,0,,367.99
U102924,2024-08-03,Search,British Columbia,Free,5.59,1,1,17.2,1,2024-09-17,0.0
U100554,2025-08-18,Connected TV,Quebec,Free,5.17,1,0,4.53,0,,0.0
U102499,2024-09-19,Native,Quebec,Premium,10.83,1,0,15.63,0,,380.31
U102653,2024-07-04,Organic,Quebec,Free,3.29,1,0,18.2,1,2024-11-12,0.0
U102218,2025-11-22,Search,Ontario,Free,11.43,0,1,1.33,0,,0.0
U101099,2024-08-26,Video,Atlantic,Premium,18.76,1,0,16.43,0,,569.42
U102694,2025-10-06,Organic,British Columbia,Plus,1.33,1,1,2.9,0,,38.95
U101178,2025-10-18,Organic,British Columbia,Plus,17.39,1,1,2.5,0,,33.31
U102641,2025-06-05,Video,Quebec,Plus,23.14,0,0,7.0,0,,129.15
U101480,2025-05-30,Search,Ontario,Free,4.28,1,1,7.2,0,,0.0
U102448,2025-08-10,Referral,Atlantic,Free,9.78,0,0,4.8,0,,0.0
U102959,2025-01-11,Organic,Ontario,Premium,31.12,1,0,11.83,0,,436.7
U102302,2024-12-22,Referral,Ontario,Free,10.64,1,0,12.5,0,,0.0
U100344,2025-02-26,Search,Alberta,Plus,12.17,1,1,10.3,0,,106.24
U101046,2025-04-14,Search,Ontario,Plus,7.37,1,0,8.73,1,2025-11-23,80.91
U101808,2024-10-06,Display,Ontario,Plus,6.2,1,1,15.07,0,,163.67
U102781,2025-02-26,Connected TV,Ontario,Free,5.63,1,1,10.3,0,,0.0
U100080,2025-04-01,Connected TV,Alberta,Free,7.93,1,1,9.17,0,,0.0
U102038,2025-05-11,Display,Alberta,Plus,9.4,1,0,7.83,0,,78.33
U102012,2025-03-23,Organic,Quebec,Plus,6.46,0,1,9.47,0,,98.99
U101295,2024-06-13,Organic,Ontario,Free,12.81,0,1,18.9,0,,0.0
U101834,2025-11-07,Search,Atlantic,Free,7.87,1,0,1.83,1,2025-11-25,0.0
U101951,2024-06-07,Display,Quebec,Premium,3.42,1,0,19.1,0,,566.52
U101320,2025-04-08,Search,Ontario,Free,4.85,1,0,8.93,1,2025-11-20,0.0
U102338,2024-08-04,Search,Ontario,Plus,8.79,1,1,17.17,0,,228.36
U102998,2025-04-10,Organic,Quebec,Premium,10.49,0,1,8.87,0,,260.97
U102640,2025-07-25,Display,Ontario,Free,2.16,1,1,5.33,0,,0.0
U101265,2025-07-15,Organic,Ontario,Free,1.55,1,0,5.67,0,,0.0
U100975,2025-09-15,Search,Ontario,Plus,0.89,1,1,3.6,0,,37.08
U101225,2025-09-21,Organic,Ontario,Free,7.07,1,1,3.4,0,,0.0
U100527,2025-04-18,Search,Alberta,Free,16.25,0,0,8.6,1,2025-11-11,0.0
U100102,2024-09-29,Referral,Alberta,Plus,8.46,0,1,15.3,0,,309.39
U101262,2024-07-07,Organic,Quebec,Free,4.17,1,0,18.1,0,,0.0
U102442,2025-05-04,Organic,Ontario,Free,2.53,0,1,8.07,0,,0.0
U101719,2024-10-23,Organic,Quebec,Free,5.93,1,1,14.5,0,,0.0
U102160,2025-08-26,Organic,Quebec,Free,7.02,1,0,4.27,0,,0.0
U101802,2024-07-01,Search,Atlantic,Free,8.71,0,1,18.3,0,,0.0
U101761,2025-01-12,Organic,Ontario,Plus,1.7,1,1,11.8,0,,130.18
U101848,2025-11-25,Video,Ontario,PLUS,6.76,1,0,1.23,1,2025-11-30,1.87
U101427,2025-02-07,Organic,British Columbia,Premium,1.61,1,1,10.93,0,,401.61
U101673,2025-05-06,Native,Alberta,Plus,6.27,1,0,8.0,1,2025-07-25,31.86
U101203,2024-12-25,Referral,Ontario,Free,15.37,1,0,12.4,0,,0.0
U101141,2024-09-01,Display,Atlantic,Premium,5.22,0,1,16.23,0,,286.15
U100239,2025-05-14,Search,British Columbia,Free,7.28,1,1,7.73,1,2025-10-25,0.0
U101769,2024-08-11,Organic,British Columbia,Plus,9.18,1,0,16.93,0,,162.58
U102085,2025-04-17,Native,Alberta,Premium,3.16,1,0,8.63,0,,306.32
U102450,2025-08-09,Display,Ontario,Free,2.74,0,1,4.83,0,,0.0
U100141,2025-06-21,Organic,Ontario,Plus,6.56,1,1,6.47,0,,68.44
U100214,2024-11-28,Organic,Ontario,Plus,5.17,1,0,13.3,0,,190.15
U102732,2024-07-11,Organic,British Columbia,Free,9.16,1,0,17.97,1,2024-09-24,0.0
U102513,2025-01-29,Display,Atlantic,Plus,0.79,1,0,11.23,0,,139.33
U100626,2025-01-25,Organic,Alberta,Premium,0.9,0,1,11.37,0,,262.34
U100960,2024-08-10,Organic,Alberta,Free,5.26,0,0,16.97,1,2025-09-12,0.0
U102358,2025-08-27,Organic,Atlantic,Free,10.81,0,0,4.23,0,,0.0
U102142,2025-01-04,Connected TV,Quebec,Free,10.5,1,1,12.07,0,,0.0
U102486,2024-07-05,Referral,Atlantic,Plus,6.19,1,0,18.17,0,,237.29
U100727,2025-06-24,Video,Ontario,Premium,12.59,1,0,6.37,0,,96.44
U100609,2025-02-16,Referral,Quebec,Plus,7.1,1,1,10.63,0,,148.82
U100061,2024-11-15,Organic,Alberta,Free,14.31,1,1,13.73,0,,0.0
U102663,2025-09-23,Search,Alberta,Premium,3.53,1,1,3.33,0,,101.25
U101850,2025-07-07,Video,,Free,,1,1,5.93,1,2025-08-19,
U102668,2025-10-20,Search,Ontario,Plus,7.05,1,0,2.43,0,,26.15
U100628,2025-03-23,Referral,Ontario,Plus,10.93,1,1,9.47,0,,88.55
U100768,2024-10-08,Video,Ontario,Plus,6.38,0,1,15.0,1,2025-08-02,108.74
U101614,2024-12-03,Connected TV,Quebec,Free,5.35,1,1,13.13,1,2024-12-29,0.0
U101702,2024-06-22,Native,Ontario,Free,13.38,1,1,18.6,1,2025-11-11,0.0
U102065,2024-11-17,Search,Alberta,Free,1.33,1,0,13.67,1,2025-03-31,0.0
U102521,2025-07-07,Organic,Alberta,Free,6.18,1,0,5.93,0,,0.0
U101740,2024-11-20,Search,Ontario,Free,15.15,1,0,13.57,0,,0.0
U101197,2024-07-03,Search,Quebec,Plus,3.57,0,1,18.23,0,,218.25
U101749,2025-08-02,Display,Ontario,Free,6.2,1,1,5.07,1,2025-10-26,0.0
U102914,2024-11-09,Display,Ontario,Plus,2.26,0,1,13.93,0,,202.39
U102842,2025-08-26,Organic,Ontario,Plus,26.34,1,1,4.27,0,,44.56
U101302,2025-09-01,Search,Ontario,Free,12.68,1,0,4.07,1,2025-11-07,0.0
U102473,2024-08-09,Video,Ontario,Free,14.4,1,1,17.0,0,,0.0
U102517,2024-08-28,Display,Ontario,Free,4.87,1,0,16.37,0,,0.0
U100029,2024-11-08,Connected TV,Quebec,Plus,2.99,0,1,13.97,0,,191.31
U101143,2024-12-09,Search,Atlantic,Plus,4.62,0,1,12.93,0,,177.71
U102330,2025-04-19,Video,Ontario,Plus,3.16,0,0,8.57,0,,101.88
U101693,2025-11-27,Display,Ontario,Free,8.39,1,1,1.17,0,,0.0
U100072,2025-02-11,Organic,Atlantic,Free,9.94,1,1,10.8,0,,0.0
U102524,2025-08-10,Display,Quebec,Free,4.02,1,1,4.8,0,,0.0
U100175,2025-03-27,Search,Quebec,Premium,5.26,1,1,9.33,0,,277.37
U102848,2025-08-29,Video,Quebec,Premium,9.53,0,1,4.17,0,,103.19
U101812,2025-09-29,Display,Ontario,Plus,6.48,0,1,3.13,0,,46.68
U101250,2025-07-09,Search,Alberta,Plus,7.18,0,0,5.87,0,,105.65
U101753,2025-11-20,Search,Ontario,Free,4.35,0,1,1.4,0,,0.0
U101471,2025-05-01,Native,Quebec,Plus,6.41,0,0,8.17,0,,98.72
U100453,2024-06-23,Connected TV,Ontario,Free,10.28,1,0,18.57,0,,0.0
U102727,2025-01-18,Organic,British Columbia,Free,4.63,1,0,11.6,0,,0.0
U100278,2024-08-11,Video,Ontario,Free,3.0,1,0,16.93,0,,0.0
U101932,2025-08-22,Organic,Ontario,Free,6.49,0,1,4.4,0,,0.0
U102629,2024-09-16,Connected TV,Ontario,Premium,2.5,1,0,15.73,0,,359.38
U100685,2025-01-26,Search,Alberta,Free,2.57,1,0,11.33,0,,0.0
U100038,2024-07-29,Connected TV,Quebec,Free,9.2,1,1,17.37,0,,0.0
U100883,2024-09-14,Organic,Alberta,Free,8.76,1,1,15.8,0,,0.0
U102294,2025-06-17,Native,British Columbia,Free,2.33,0,1,6.6,1,2025-09-29,0.0
U100495,2025-03-24,Search,Quebec,Premium,7.15,0,0,9.43,0,,271.83
U100836,2024-10-12,Display,British Columbia,Free,5.55,1,0,14.87,1,2025-10-16,0.0
U100546,2024-09-07,Display,Ontario,Free,4.83,0,1,16.03,0,,0.0
U102211,2024-11-01,Organic,Ontario,Plus,10.49,1,0,14.2,1,2025-03-14,58.61
U100261,2025-06-30,Display,Alberta,Free,13.66,1,0,6.17,0,,0.0
U100250,2024-10-03,Referral,British Columbia,Free,4.13,1,1,15.17,1,2025-05-13,0.0
U102105,2025-06-26,Native,Alberta,Premium,6.97,1,0,6.3,1,2025-09-06,101.41
U100479,2024-08-21,Video,British Columbia,Free,2.24,0,1,16.6,1,2025-09-17,0.0
U100294,2025-05-20,Connected TV,Quebec,Plus,4.0,0,1,7.53,0,,99.07
U102779,2025-10-05,Organic,Ontario,Free,4.5,1,1,2.93,0,,0.0
U102101,2024-06-26,Connected TV,Ontario,Free,15.11,0,0,18.47,1,2024-09-15,0.0
U102420,2025-02-16,Display,Ontario,Plus,2.61,0,0,10.63,1,2025-04-09,14.15
U100806,2025-03-19,Organic,Ontario,Free,6.63,1,0,9.6,0,,0.0
U100552,2025-09-16,Connected TV,Quebec,Free,4.06,1,0,3.57,1,2025-10-25,0.0
U100408,2024-08-08,Video,Quebec,Premium,8.19,0,0,17.03,1,2025-09-21,443.84
U102679,2025-07-12,Native,Quebec,Premium,16.07,1,0,5.77,0,,161.11
U100199,2024-07-01,Search,Ontario,Free,5.79,1,0,18.3,1,2024-08-09,0.0
U100046,2025-07-26,Search,Alberta,Plus,7.87,0,0,5.3,0,,70.45
U100514,2025-01-22,Display,Quebec,Plus,1.72,0,1,11.47,1,2025-08-25,107.69
U102777,2025-08-25,Search,Atlantic,FREE,3.8,1,0,4.3,1,2025-09-30,0.0
U102824,2025-04-01,Referral,Ontario,Free,5.71,1,0,9.17,0,,0.0
U101884,2025-03-04,Connected TV,Ontario,Free,5.86,1,0,10.1,0,,0.0
U101426,2025-05-06,Video,Alberta,Plus,5.95,0,1,8.0,0,,141.18
U102215,2025-01-21,Search,Atlantic,Free,1.58,0,1,11.5,0,,0.0
U102414,2024-11-27,Display,Ontario,Plus,8.14,1,0,13.33,1,2025-02-23,19.41
U101648,2024-10-23,Search,Quebec,Free,15.56,1,1,14.5,0,,0.0
U100019,2024-08-24,Native,Quebec,Free,4.57,1,1,16.5,0,,0.0
U101818,2024-08-01,Search,Quebec,Free,11.75,1,0,17.27,1,2025-12-10,0.0
U100608,2025-04-22,Video,Ontario,Free,3.06,1,0,8.47,0,,0.0
U101464,2025-11-24,Video,Alberta,FREE,7.65,1,1,1.27,0,,0.0
U100859,2024-09-14,Search,Alberta,Plus,2.47,0,1,15.8,0,,296.08
U101004,2025-11-13,Video,British Columbia,Free,2.0,1,0,1.63,0,,0.0
U101273,2024-09-27,Display,Alberta,Free,8.32,1,1,15.37,0,,0.0
U100638,2025-01-09,Connected TV,Atlantic,Free,5.24,1,1,11.9,1,2025-09-01,0.0
U101735,2025-08-16,Connected TV,Ontario,Plus,4.13,1,0,4.6,0,,49.54
U102467,2025-05-21,Video,British Columbia,Free,6.47,1,0,7.5,0,,0.0
U101854,2025-06-23,Search,Atlantic,Free,4.37,1,1,6.4,1,2025-10-30,0.0
U102568,2025-09-04,Search,Quebec,Free,9.27,1,1,3.97,0,,0.0
U100233,2025-03-02,Search,Alberta,Plus,2.58,1,1,10.17,0,,200.41
U102394,2025-06-12,Referral,Ontario,Free,5.84,1,1,6.77,0,,0.0
U102791,2025-04-30,Display,Ontario,Free,3.75,1,0,8.2,0,,0.0
U101279,2025-04-20,Video,Ontario,Plus,5.52,0,1,8.53,0,,90.98
U100847,2025-08-18,Connected TV,Quebec,Plus,8.18,1,0,4.53,0,,69.46
U102687,2025-10-06,Search,Ontario,Plus,8.29,1,0,2.9,0,,37.37
U102709,2025-04-16,Video,Alberta,Free,2.66,1,0,8.67,0,,0.0
U101974,2024-10-26,Search,Ontario,Premium,2.89,0,0,14.4,0,,466.49
U101336,2024-12-09,Connected TV,Quebec,Free,0.53,1,1,12.93,0,,0.0
U102888,2024-07-02,Search,Quebec,Plus,10.3,0,1,18.27,0,,309.75
U102673,2024-10-18,Search,Alberta,Premium,0.88,1,0,14.67,0,,624.18
U102562,2024-07-30,Connected TV,British Columbia,Premium,5.45,1,0,17.33,0,,640.56
U102355,2025-05-12,Search,Ontario,Free,10.64,1,1,7.8,1,2025-08-31,0.0
U102359,2025-09-06,Display,Alberta,Free,4.38,1,0,3.9,1,2025-12-01,0.0
U101337,2025-06-03,Organic,Quebec,Plus,14.33,1,1,7.07,0,,86.81
U100622,2024-12-28,Display,Ontario,Free,21.54,1,1,12.3,0,,0.0
U101921,2024-08-03,Referral,Quebec,Plus,17.5,1,0,17.2,0,,202.8
U101882,2025-03-12,Connected TV,Ontario,Free,6.89,0,1,9.83,0,,0.0
U101116,2025-02-06,Search,British Columbia,Plus,4.36,1,0,10.97,0,,118.93
U101979,2025-11-17,Organic,Ontario,Free,5.76,0,1,1.5,0,,0.0
U102342,2024-12-18,Video,Ontario,Plus,4.95,1,0,12.63,0,,143.89
U100023,2025-10-16,Search,Quebec,Premium,10.29,1,0,2.57,0,,98.25
U101152,2024-10-14,Referral,Ontario,Plus,6.18,1,1,14.8,0,,195.47
U100556,2024-12-13,Search,Quebec,Plus,12.92,0,0,12.8,0,,118.32
U102750,2025-03-04,Video,Ontario,Premium,6.28,1,0,10.1,0,,404.91
U101984,2025-10-26,Search,Ontario,Plus,7.72,1,1,2.23,0,,35.53
U100983,2024-06-10,Organic,Ontario,Free,21.2,1,0,19.0,0,,0.0
U102796,2024-07-19,Search,Quebec,Plus,6.85,1,0,17.7,0,,194.21
U101976,2024-12-29,Referral,Ontario,Plus,3.21,0,0,12.27,0,,155.15
U101616,2025-03-30,Search,Quebec,Premium,5.99,1,0,9.23,0,,281.97
U101334,2025-03-31,Video,Quebec,Premium,3.51,1,1,9.2,0,,270.37
U101402,2025-06-10,Search,British Columbia,Free,8.61,0,1,6.83,1,2025-10-28,0.0
U101519,2025-10-31,Display,Ontario,Plus,2.14,0,1,2.07,0,,29.75
U101047,2025-10-03,Display,Ontario,Plus,0.91,0,1,3.0,0,,44.53
U101907,2024-12-11,Display,Ontario,Premium,3.77,1,0,12.87,1,2025-06-27,215.85
U101823,2025-08-10,Referral,Ontario,Plus,4.52,1,0,4.8,0,,34.83
U101970,2025-04-23,Connected TV,Ontario,Free,1.13,0,1,8.43,1,2025-11-19,0.0
U101321,2025-03-13,Referral,Quebec,Plus,9.17,1,1,9.8,0,,151.73
U102331,2025-02-27,Native,Ontario,Free,4.95,1,0,10.27,0,,0.0
U102723,2025-07-09,Search,Atlantic,Free,1.44,1,1,5.87,0,,0.0
U100304,2025-03-26,Organic,British Columbia,Plus,4.18,1,0,9.37,0,,73.14
U101056,2025-08-03,Organic,Ontario,Plus,7.49,1,1,5.03,0,,53.63
U102561,2025-05-04,Organic,Atlantic,Free,10.91,1,1,8.07,0,,0.0
U102708,2024-07-12,Search,Atlantic,Plus,7.74,0,1,17.93,0,,220.63
U100659,2025-01-24,Referral,Quebec,Free,8.36,1,1,11.4,0,,0.0
U100990,2025-02-17,Organic,Ontario,PLUS,14.65,0,1,10.6,0,,155.87
U102031,2024-09-17,Search,Ontario,Free,7.19,1,1,15.7,1,2025-09-02,0.0
U101514,2024-08-17,Native,Alberta,Free,11.51,1,1,16.73,1,2025-03-30,0.0
U101636,2025-10-09,Video,Atlantic,Free,1.65,1,0,2.8,0,,0.0
U100329,2024-12-02,Display,Alberta,Free,3.35,1,0,13.17,0,,0.0
U100385,2024-08-19,Referral,Atlantic,Free,1.96,1,1,16.67,0,,0.0
U101603,2025-09-15,Organic,Ontario,Plus,1.91,0,1,3.6,0,,60.87
U102430,2025-11-05,Display,Quebec,Free,3.48,0,0,1.9,1,2025-11-19,0.0
U102763,2025-05-25,Connected TV,Quebec,Free,3.49,1,0,7.37,0,,0.0
U100314,2025-01-31,Video,Ontario,Plus,11.48,0,0,11.17,0,,138.27
U102457,2024-09-19,Organic,Atlantic,Premium,4.24,1,1,15.63,0,,552.33
U101478,2025-07-15,Connected TV,British Columbia,Plus,6.85,1,0,5.67,0,,54.29
U102311,2024-11-19,Video,Ontario,Free,5.65,1,0,13.6,0,,0.0
U100197,2025-10-02,Search,Ontario,Free,0.58,1,1,3.03,0,,0.0
U102166,2025-04-23,Referral,Ontario,Plus,13.74,1,0,8.43,0,,145.71
U101764,2024-06-27,Display,British Columbia,Free,7.4,1,0,18.43,1,2025-07-31,0.0
U100076,2024-10-30,Display,British Columbia,Free,6.42,1,1,14.27,0,,0.0
U100243,2024-11-18,Search,British Columbia,Plus,6.43,1,1,13.63,0,,124.4
U100957,2024-09-20,Video,Ontario,Premium,5.37,1,1,15.6,0,,811.18
U101489,2024-10-21,Display,Quebec,Free,3.37,1,1,14.57,1,2024-12-08,0.0
U102975,2024-11-05,Native,Ontario,Free,3.43,0,1,14.07,1,2025-01-02,0.0
U100878,2025-06-10,Referral,Ontario,Free,21.55,0,0,6.83,1,2025-12-26,0.0
U100167,2024-10-08,Organic,Quebec,Plus,5.72,1,1,15.0,0,,119.03
U100845,2025-05-12,Organic,Quebec,Plus,1.42,0,0,7.8,0,,77.91
U100189,2025-05-18,Search,Quebec,Free,2.23,1,1,7.6,0,,0.0
U102846,2024-09-07,Display,Ontario,Plus,4.16,0,0,16.03,1,2024-12-02,23.07
U102005,2024-06-14,Organic,Ontario,Premium,7.01,1,1,18.87,0,,355.6
U102760,2024-09-28,Connected TV,Ontario,Free,1.35,1,1,15.33,0,,0.0
U101839,2024-06-16,Native,Ontario,Plus,7.45,1,1,18.8,0,,199.36
U101538,2025-06-29,Display,Quebec,Free,6.08,1,0,6.2,0,,0.0
U101166,2025-09-07,Video,Alberta,Free,2.72,0,0,3.87,0,,0.0
U102678,2024-12-13,Organic,Ontario,Plus,4.02,1,1,12.8,0,,187.28
U101367,2025-11-11,Display,British Columbia,Plus,10.31,0,0,1.7,0,,16.13
U101378,2025-11-30,Connected TV,Quebec,Free,2.71,1,1,1.07,0,,0.0
U102440,2025-08-12,Referral,Ontario,Free,7.55,1,0,4.73,0,,0.0
U101715,2025-01-19,Native,Ontario,Free,2.67,1,0,11.57,1,2025-06-09,0.0
U100948,2025-11-07,Search,Ontario,Free,12.21,1,1,1.83,0,,0.0
U100499,2025-04-13,Display,British Columbia,Plus,2.63,1,1,8.77,1,2025-12-13,106.47
U100171,2025-05-01,Display,Ontario,Free,9.44,1,0,8.17,1,2025-05-27,0.0
U100534,2024-07-25,Video,British Columbia,Plus,6.17,0,1,17.5,1,2024-12-25,45.57
U100434,2025-05-25,Connected TV,Ontario,Free,6.48,1,1,7.37,0,,0.0
U101195,2025-06-12,Display,Quebec,Free,0.36,0,1,6.77,1,2025-08-14,0.0
U100701,2024-12-20,Search,British Columbia,Free,4.93,0,1,12.57,1,2025-04-08,0.0
U100508,2025-05-08,Display,Quebec,Free,0.99,1,0,7.93,0,,0.0
U100720,2025-05-28,Referral,Ontario,Free,6.42,0,1,7.27,1,2025-08-04,0.0
U100938,2025-02-17,Organic,Ontario,Premium,27.37,1,1,10.6,0,,273.03
U102944,2025-11-10,Video,Alberta,Plus,1.41,1,1,1.73,0,,12.35
U100282,2025-04-05,Display,British Columbia,Free,2.55,1,1,9.03,0,,0.0
U101745,2024-12-27,Referral,Quebec,Free,18.85,0,1,12.33,0,,0.0
U102428,2024-10-09,Connected TV,Alberta,Plus,4.5,1,1,14.97,0,,277.44
U102104,2024-08-29,Native,Atlantic,Plus,4.66,1,1,16.33,0,,158.13
U101986,2024-09-09,Display,British Columbia,Free,8.93,0,1,15.97,0,,0.0
U101557,2025-03-30,Video,Ontario,Plus,3.04,0,1,9.23,0,,115.53
U100988,2025-06-03,Organic,Ontario,Free,13.02,0,0,7.07,0,,0.0
U102980,2025-05-08,Referral,Ontario,Free,4.6,0,1,7.93,0,,0.0
U101287,2024-08-17,Native,Ontario,Free,6.46,0,1,16.73,0,,0.0
U102098,2025-01-17,Organic,Ontario,Premium,3.36,1,1,11.63,0,,457.16
U102249,2025-03-06,Native,Quebec,Plus,6.34,0,0,10.03,0,,148.13
U102623,2025-03-05,Search,Alberta,Free,17.52,0,1,10.07,0,,0.0
U101397,2025-04-10,Organic,Ontario,Free,6.17,1,1,8.87,0,,0.0
U100500,2024-09-17,Search,British Columbia,Free,2.36,1,0,15.7,0,,0.0
U101385,2024-07-12,Referral,Ontario,Plus,1.7,1,0,17.93,1,2024-12-30,39.8
U102380,2025-06-02,Search,Quebec,Free,5.96,1,1,7.1,1,2025-11-24,0.0
U102491,2024-06-06,Display,Atlantic,Plus,4.86,1,0,19.13,0,,296.69
U100947,2024-10-16,Connected TV,Quebec,Plus,8.45,0,1,14.73,0,,149.67
U102935,2024-10-25,Display,Quebec,Free,6.04,0,1,14.43,0,,0.0
U101607,2025-11-12,Connected TV,Quebec,Free,6.48,1,1,1.67,0,,0.0
U101956,2025-06-07,Display,British Columbia,Premium,10.17,0,1,6.93,0,,306.51
U100522,2024-10-24,Video,Quebec,Plus,3.42,1,0,14.47,0,,195.16
U100751,2025-10-15,Organic,Alberta,Free,8.23,1,1,2.6,0,,0.0
U100253,2025-07-07,Search,Ontario,Free,4.36,1,0,5.93,1,2025-08-09,0.0
U100686,2025-02-01,Organic,Ontario,Free,13.13,1,0,11.13,0,,0.0
U100997,2024-09-03,Display,British Columbia,Plus,2.75,1,0,16.17,0,,204.83
U101392,2024-11-05,Native,Ontario,Plus,5.51,1,1,14.07,0,,187.02
U101794,2024-07-17,Native,Quebec,Free,3.31,0,1,17.77,0,,0.0
U101511,2025-04-12,Display,Ontario,Plus,1.42,1,1,8.8,0,,57.4
U101192,2024-11-25,Referral,Quebec,Premium,13.24,0,0,13.4,0,,526.18
U102757,2025-02-13,Organic,Alberta,Plus,5.09,1,1,10.73,0,,125.69
U102437,2024-10-23,Search,Quebec,Free,7.07,1,1,14.5,0,,0.0
U102872,2024-10-11,Search,Quebec,Free,2.77,1,1,14.9,0,,0.0
U101003,2025-11-22,Display,Quebec,Plus,8.59,0,1,1.33,0,,11.95
U100464,2025-02-25,Search,Alberta,Plus,2.53,0,1,10.33,0,,101.84
U101453,2025-11-23,Referral,Ontario,Premium,18.65,1,0,1.3,1,2025-12-07,5.09
U101945,2025-01-18,Native,British Columbia,Free,16.4,1,1,11.6,0,,0.0
U101173,2025-08-11,Referral,Alberta,Free,7.37,1,0,4.77,0,,0.0
U100210,2025-07-19,Search,Ontario,Premium,1.81,1,1,5.53,0,,207.7
U100428,2025-07-21,Display,Ontario,Free,6.45,1,0,5.47,0,,0.0
U101150,2025-02-07,Display,Alberta,Free,8.79,0,1,10.93,0,,0.0
U101709,2025-04-24,Organic,Ontario,Plus,8.04,1,1,8.4,0,,144.61
U102672,2025-01-13,Organic,Ontario,Free,9.35,0,1,11.77,0,,0.0
U102449,2025-10-17,Search,Ontario,Free,16.59,0,1,2.53,0,,0.0
U102984,2024-06-06,Search,Alberta,Free,5.53,1,1,19.13,0,,0.0
U102644,2024-08-16,Display,Ontario,Free,3.77,0,1,16.77,0,,0.0
U102395,2024-06-19,Video,Quebec,Free,10.57,1,0,18.7,0,,0.0
U102027,2024-11-12,Video,Ontario,Premium,3.02,1,1,13.83,0,,319.42
U102572,2025-10-21,Referral,Quebec,Free,4.7,1,0,2.4,1,2025-11-14,0.0
U100258,2025-09-18,Search,British Columbia,Free,4.36,1,1,3.5,0,,0.0
U100405,2025-05-14,Search,Atlantic,Plus,11.64,1,0,7.73,0,,96.06
U101451,2025-11-28,Referral,Alberta,Free,8.61,1,0,1.13,0,,0.0
U101332,2025-07-08,Referral,Alberta,Free,29.7,1,1,5.9,0,,0.0
U102527,2024-06-01,Display,Quebec,Plus,7.54,1,0,19.3,0,,154.56
U102185,2024-11-22,Display,Ontario,Free,0.1,0,0,13.5,1,2025-09-21,0.0
U102304,2024-11-28,Connected TV,Ontario,Plus,0.77,1,1,13.3,1,2025-08-20,75.53
U100741,2024-07-29,Referral,Ontario,Plus,1.02,1,1,17.37,1,2025-06-20,111.91
U101176,2024-09-23,Video,Alberta,Free,7.93,1,1,15.5,1,2025-04-15,0.0
U100525,2024-06-09,Search,Ontario,Premium,21.24,0,1,19.03,1,2025-04-11,373.46
U102818,2024-11-30,Organic,Quebec,Free,13.84,0,0,13.23,0,,0.0
U101255,2024-10-08,Video,Ontario,Free,10.66,1,1,15.0,0,,0.0
U100245,2025-06-07,Search,Ontario,Plus,12.79,0,1,6.93,0,,90.88
U100317,2025-03-26,Display,Quebec,Free,4.34,1,0,9.37,0,,0.0
U100035,2025-09-26,Organic,Ontario,Free,8.36,1,0,3.23,0,,0.0
U100328,2025-01-01,Display,Ontario,Free,2.53,0,0,12.17,1,2025-06-24,0.0
U100272,2025-07-06,Search,Ontario,Premium,3.83,1,0,5.97,0,,259.02
U102860,2024-06-18,Display,Ontario,Free,2.12,1,1,18.73,0,,0.0
U101498,2025-05-14,Organic,Ontario,Plus,21.28,1,1,7.73,0,,52.16
U100633,2025-05-20,Connected TV,Ontario,Free,1.61,1,1,7.53,1,2025-11-29,0.0
U102863,2025-10-28,Video,Atlantic,Free,3.66,1,0,2.17,0,,0.0
U100652,2024-08-02,Video,Ontario,Free,7.93,0,1,17.23,0,,0.0
U102743,2025-10-09,Search,Ontario,Plus,6.44,1,1,2.8,0,,31.36
U102691,2024-10-19,Connected TV,Ontario,FREE,8.84,0,0,14.63,0,,0.0
U101981,2025-10-10,Search,Quebec,Free,3.09,0,0,2.77,0,,0.0
U100443,2025-03-13,Search,Ontario,Free,10.91,1,1,9.8,1,2025-04-07,0.0
U101599,2024-12-11,Referral,Ontario,Premium,2.3,1,0,12.87,0,,387.25
U102509,2024-07-31,Search,Ontario,Free,5.76,1,0,17.3,0,,0.0
U102175,2024-10-05,Video,Ontario,Free,2.43,1,0,15.1,0,,0.0
U102715,2025-09-13,Organic,Ontario,Premium,9.96,1,1,3.67,0,,88.77
U102883,2025-11-27,Referral,Quebec,Free,3.56,1,1,1.17,0,,0.0
U101261,2025-10-25,Video,Quebec,Plus,18.25,0,0,2.27,0,,25.86
U101045,2024-12-04,Connected TV,British Columbia,Free,2.32,1,0,13.1,1,2025-09-05,0.0
U102182,2025-06-09,Display,Ontario,Free,9.28,1,0,6.87,0,,0.0
U102604,2025-10-18,Organic,Quebec,Plus,8.65,1,1,2.5,0,,33.51
U101658,2025-02-14,Organic,Ontario,Free,5.49,1,1,10.7,0,,0.0
U100530,2025-07-22,Search,Ontario,Free,3.57,1,1,5.43,1,2025-12-21,0.0
U102681,2025-03-07,Search,Ontario,Plus,12.48,1,0,10.0,0,,139.02
U101710,2024-07-14,Video,,Free,,1,0,17.87,1,2025-02-12,0.0
U101820,2024-11-10,Native,Alberta,Free,8.57,1,1,13.9,0,,0.0
U102856,2025-08-21,Video,Ontario,Free,4.59,1,0,4.43,0,,0.0
